date,day,solar_kwh,load_kwh,export_kwh,ac_charge_kwh,battery_charge_kwh,battery_discharge_kwh
2024-01-01,1,5.8,13.6,0.0,0.0,0.0,0.0
2024-01-02,2,6.8,4.3,0.0,0.0,0.0,0.0
2024-01-03,3,6.4,9.9,0.0,0.0,0.0,0.0
2024-01-04,4,8.9,9.1,0.0,0.0,0.0,0.0
2024-01-05,5,9.6,9.4,0.0,0.0,0.0,0.0
2024-01-06,6,12.5,8.9,0.0,0.0,0.0,0.0
2024-01-07,7,9.1,11.4,0.0,0.0,0.0,0.0
2024-01-08,8,12.9,9.4,0.0,0.0,0.0,0.0
2024-01-09,9,14.5,5.0,0.0,0.0,0.0,0.0
2024-01-10,10,8.7,12.8,0.0,0.0,0.0,0.0
2024-01-11,11,8.6,9.0,0.0,0.0,0.0,0.0
2024-01-12,12,11.7,4.5,0.0,0.0,0.0,0.0
2024-01-13,13,18.3,9.2,0.0,0.0,0.0,0.0
2024-01-14,14,8.3,14.8,0.0,0.0,0.0,0.0
2024-01-15,15,7.5,6.8,0.0,0.0,0.0,0.0
2024-01-16,16,11.4,10.2,0.0,0.0,0.0,0.0
2024-01-17,17,12.5,1.7,0.0,0.0,0.0,0.0
2024-01-18,18,9.0,6.3,0.0,0.0,0.0,0.0
2024-01-19,19,12.2,1.6,0.0,0.0,0.0,0.0
2024-01-20,20,14.2,9.8,0.0,0.0,0.0,0.0
2024-01-21,21,17.0,15.8,0.0,0.0,0.0,0.0
2024-01-22,22,5.3,14.9,0.0,0.0,0.0,0.0
2024-01-23,23,12.1,8.6,0.0,0.0,0.0,0.0
2024-01-24,24,14.2,7.2,0.0,0.0,0.0,0.0
2024-01-25,25,14.8,7.6,0.0,0.0,0.0,0.0
2024-01-26,26,9.6,5.8,0.0,0.0,0.0,0.0
2024-01-27,27,9.7,10.1,0.0,0.0,0.0,0.0
2024-01-28,28,13.5,15.0,0.0,0.0,0.0,0.0
2024-01-29,29,16.9,10.3,0.0,0.0,0.0,0.0
2024-01-30,30,9.0,12.1,0.0,0.0,0.0,0.0
2024-01-31,31,9.0,8.3,0.0,0.0,0.0,0.0
