startTime,renormalTime,eventType,eventText,event,status,faultDuration,serialNum
2024-01-01 05:11:28,2024-01-01 08:23:33,WARNING,Battery voltage low,W026,CLOSE,3.20,2453530335
2024-01-05 04:07:18,2024-01-05 04:27:13,WARNING,Battery open,W027,CLOSE,0.33,2453530335
2024-01-05 04:07:18,2024-01-05 09:10:45,WARNING,Battery voltage low,W026,CLOSE,5.06,2453530335
2024-01-06 18:05:47,2024-01-06 18:15:45,WARNING,EPS Over load,W028,CLOSE,0.17,2453530335
2024-01-11 16:04:21,2024-01-11 18:03:44,WARNING,No AC Connection,W016,CLOSE,1.99,2453530335
2024-01-12 00:16:43,2024-01-12 02:06:10,WARNING,No AC Connection,W016,CLOSE,1.82,2453530335
2024-01-12 16:06:48,2024-01-12 18:11:09,WARNING,No AC Connection,W016,CLOSE,2.07,2453530335
2024-01-13 18:23:39,2024-01-13 18:28:37,WARNING,EPS Over load,W028,CLOSE,0.08,2453530335
2024-01-15 06:12:26,2024-01-15 08:11:49,WARNING,No AC Connection,W016,CLOSE,1.99,2453530335
2024-01-15 14:09:58,2024-01-15 16:04:23,WARNING,No AC Connection,W016,CLOSE,1.91,2453530335
2024-01-15 22:07:31,2024-01-16 00:06:54,WARNING,No AC Connection,W016,CLOSE,1.99,2453530335
2024-01-16 22:05:05,2024-01-17 00:09:27,WARNING,No AC Connection,W016,CLOSE,2.07,2453530335
2024-01-17 04:08:35,2024-01-17 06:02:40,WARNING,No AC Connection,W016,CLOSE,1.90,2453530335
2024-01-17 20:08:27,2024-01-17 22:12:50,WARNING,No AC Connection,W016,CLOSE,2.07,2453530335
2024-01-18 04:11:02,2024-01-18 06:05:26,WARNING,No AC Connection,W016,CLOSE,1.91,2453530335
2024-01-18 12:08:33,2024-01-18 14:07:57,WARNING,No AC Connection,W016,CLOSE,1.99,2453530335
2024-01-19 20:18:27,2024-01-19 22:12:51,WARNING,No AC Connection,W016,CLOSE,1.91,2453530335
2024-01-21 10:17:00,2024-01-21 10:21:58,WARNING,EPS Over load,W028,CLOSE,0.08,2453530335
2024-01-21 10:26:56,2024-01-21 10:31:53,WARNING,EPS Over load,W028,CLOSE,0.08,2453530335
2024-01-22 10:04:57,2024-01-22 12:04:11,WARNING,No AC Connection,W016,CLOSE,1.99,2453530335
2024-01-22 12:04:11,2024-01-22 13:18:46,WARNING,Battery voltage low,W026,CLOSE,1.24,2453530335
2024-01-23 10:07:37,2024-01-23 11:02:20,WARNING,No AC Connection,W016,CLOSE,0.91,2453530335
2024-01-23 18:15:09,2024-01-23 20:04:37,WARNING,No AC Connection,W016,CLOSE,1.82,2453530335
2024-01-24 18:02:57,2024-01-24 20:02:21,WARNING,No AC Connection,W016,CLOSE,1.99,2453530335
2024-01-25 00:16:08,2024-01-25 02:00:35,WARNING,No AC Connection,W016,CLOSE,1.74,2453530335
2024-01-26 00:08:55,2024-01-26 02:03:21,WARNING,No AC Connection,W016,CLOSE,1.91,2453530335
2024-01-26 08:06:34,2024-01-26 10:05:57,WARNING,No AC Connection,W016,CLOSE,1.99,2453530335
2024-01-27 08:04:24,2024-01-27 10:03:47,WARNING,No AC Connection,W016,CLOSE,1.99,2453530335
2024-01-27 16:07:00,2024-01-27 18:02:11,WARNING,No AC Connection,W016,CLOSE,1.92,2453530335
2024-01-28 16:03:44,2024-01-28 18:04:15,WARNING,No AC Connection,W016,CLOSE,2.01,2453530335
2024-01-28 20:48:26,2024-01-28 20:53:26,WARNING,EPS Over load,W028,CLOSE,0.08,2453530335
2024-01-28 21:33:13,2024-01-28 21:48:07,WARNING,EPS Over load,W028,CLOSE,0.25,2453530335
2024-01-28 21:53:07,2024-01-28 21:58:07,WARNING,EPS Over load,W028,CLOSE,0.08,2453530335
2024-01-29 16:47:23,2024-01-29 16:52:22,WARNING,EPS Over load,W028,CLOSE,0.08,2453530335
2024-01-29 17:32:10,2024-01-29 17:47:05,WARNING,EPS Over load,W028,CLOSE,0.25,2453530335
2024-01-29 17:52:04,2024-01-29 17:57:04,WARNING,EPS Over load,W028,CLOSE,0.08,2453530335
2024-01-29 22:10:46,2024-01-30 00:05:12,WARNING,No AC Connection,W016,CLOSE,1.91,2453530335
2024-01-30 06:08:22,2024-01-30 08:07:46,WARNING,No AC Connection,W016,CLOSE,1.99,2453530335
2024-01-30 22:13:31,2024-01-31 00:07:56,WARNING,No AC Connection,W016,CLOSE,1.91,2453530335
2024-01-31 06:02:42,2024-01-31 08:05:31,WARNING,No AC Connection,W016,CLOSE,2.05,2453530335
2024-01-31 14:08:44,2024-01-31 16:03:15,WARNING,No AC Connection,W016,CLOSE,1.91,2453530335
