date,day,solar_kwh,load_kwh,export_kwh,ac_charge_kwh,battery_charge_kwh,battery_discharge_kwh
2025-04-01,1,8.0,11.2,0.0,0.0,0.0,0.0
2025-04-02,2,13.2,7.0,0.0,0.0,0.0,0.0
2025-04-03,3,19.0,0.0,0.0,0.0,0.0,0.0
2025-04-04,4,16.4,0.0,0.0,0.0,0.0,0.0
2025-04-05,5,15.5,0.0,0.0,0.0,0.0,0.0
2025-04-06,6,14.5,2.6,0.0,0.0,0.0,0.0
2025-04-07,7,23.9,0.1,0.0,0.0,0.0,0.0
2025-04-08,8,5.7,17.4,0.0,0.0,0.0,0.0
2025-04-09,9,12.6,8.2,0.0,0.0,0.0,0.0
2025-04-10,10,11.9,5.5,0.0,0.0,0.0,0.0
2025-04-11,11,16.3,0.0,0.0,0.0,0.0,0.0
2025-04-12,12,15.7,0.0,0.0,0.0,0.0,0.0
2025-04-13,13,10.5,8.7,0.0,0.0,0.0,0.0
2025-04-14,14,14.4,6.6,0.0,0.0,0.0,0.0
2025-04-15,15,15.6,5.0,0.0,0.0,0.0,0.0
2025-04-16,16,19.6,0.7,0.0,0.0,0.0,0.0
2025-04-17,17,16.7,1.8,0.0,0.0,0.0,0.0
2025-04-18,18,17.7,0.0,0.0,0.0,0.0,0.0
2025-04-19,19,17.5,0.0,0.0,0.0,0.0,0.0
2025-04-20,20,12.4,4.7,0.0,0.0,0.0,0.0
2025-04-21,21,3.3,13.8,0.0,0.0,0.0,0.0
2025-04-22,22,8.8,8.8,0.0,0.0,0.0,0.0
2025-04-23,23,16.4,5.4,0.0,0.0,0.0,0.0
2025-04-24,24,14.0,7.8,0.0,0.0,0.0,0.0
2025-04-25,25,15.4,4.3,0.0,0.0,0.0,0.0
2025-04-26,26,13.1,3.5,0.0,0.0,0.0,0.0
2025-04-27,27,19.4,0.5,0.0,0.0,0.0,0.0
2025-04-28,28,17.2,2.1,0.0,0.0,0.0,0.0
2025-04-29,29,18.5,0.0,0.0,0.0,0.0,0.0
2025-04-30,30,7.0,20.0,0.0,0.0,0.0,0.0
