startTime,renormalTime,eventType,eventText,event,status,faultDuration,serialNum
2025-04-01 17:06:04,2025-04-01 17:12:02,WARNING,EPS Over load,W028,CLOSE,0.10,2453530335
2025-04-05 07:48:00,2025-04-05 12:58:30,WARNING,Battery voltage low,W026,CLOSE,5.18,2453530335
2025-04-06 01:39:23,2025-04-06 10:22:55,WARNING,Battery voltage low,W026,CLOSE,8.73,2453530335
2025-04-07 05:57:16,2025-04-07 12:15:57,WARNING,Battery voltage low,W026,CLOSE,6.31,2453530335
2025-04-08 01:16:44,2025-04-09 14:15:44,WARNING,Battery voltage low,W026,CLOSE,36.98,2453530335
2025-04-09 22:11:28,2025-04-10 10:37:54,WARNING,Battery voltage low,W026,CLOSE,12.44,2453530335
2025-04-11 07:21:24,2025-04-11 10:30:29,WARNING,Battery voltage low,W026,CLOSE,3.15,2453530335
2025-04-13 06:19:36,2025-04-14 13:22:34,WARNING,Battery voltage low,W026,CLOSE,31.05,2453530335
2025-04-14 22:59:51,2025-04-15 11:36:15,WARNING,Battery voltage low,W026,CLOSE,12.61,2453530335
2025-04-16 05:15:09,2025-04-16 10:39:36,WARNING,Battery voltage low,W026,CLOSE,5.41,2453530335
2025-04-17 04:50:22,2025-04-17 10:56:37,WARNING,Battery voltage low,W026,CLOSE,6.10,2453530335
2025-04-18 06:43:01,2025-04-18 10:31:55,WARNING,Battery voltage low,W026,CLOSE,3.82,2453530335
2025-04-19 06:54:07,2025-04-19 10:31:04,WARNING,Battery voltage low,W026,CLOSE,3.62,2453530335
2025-04-20 07:09:04,2025-04-22 13:43:04,WARNING,Battery voltage low,W026,CLOSE,54.57,2453530335
2025-04-22 18:53:35,2025-04-23 10:49:04,WARNING,Battery voltage low,W026,CLOSE,15.92,2453530335
2025-04-24 04:53:46,2025-04-24 12:23:59,WARNING,Battery voltage low,W026,CLOSE,7.50,2453530335
2025-04-24 18:46:07,2025-04-25 12:12:29,WARNING,Battery voltage low,W026,CLOSE,17.44,2453530335
2025-04-25 23:35:09,2025-04-26 10:39:59,WARNING,Battery voltage low,W026,CLOSE,11.08,2453530335
2025-04-27 05:52:29,2025-04-27 11:16:57,WARNING,Battery voltage low,W026,CLOSE,5.41,2453530335
2025-04-28 03:37:07,2025-04-28 10:53:03,WARNING,Battery voltage low,W026,CLOSE,7.27,2453530335
2025-04-29 06:15:30,2025-04-29 10:22:51,WARNING,Battery voltage low,W026,CLOSE,4.12,2453530335
2025-04-30 03:39:57,2025-05-01 11:39:56,WARNING,Battery voltage low,W026,CLOSE,32.00,2453530335
