startTime,renormalTime,eventType,eventText,event,status,faultDuration,serialNum
2024-08-11 01:50:52,2024-08-12 15:39:41,WARNING,Battery voltage low,W026,CLOSE,37.81,2453530335
2024-08-20 03:20:32,2024-08-20 14:34:46,WARNING,Battery voltage low,W026,CLOSE,11.24,2453530335
2024-08-21 07:34:44,2024-08-21 16:46:56,WARNING,Battery voltage low,W026,CLOSE,9.20,2453530335
2024-08-21 18:06:33,2024-08-22 09:46:47,WARNING,Battery voltage low,W026,CLOSE,15.67,2453530335
2024-08-22 17:00:11,2024-08-22 17:10:08,WARNING,EPS Over load,W028,CLOSE,0.17,2453530335
2024-08-26 07:12:14,2024-08-26 09:01:43,WARNING,Battery voltage low,W026,CLOSE,1.82,2453530335
2024-08-27 07:34:54,2024-08-27 10:38:58,WARNING,Battery voltage low,W026,CLOSE,3.07,2453530335
2024-08-28 05:48:01,2024-08-28 21:00:34,WARNING,Battery voltage low,W026,CLOSE,15.21,2453530335
2024-08-29 07:45:01,2024-08-29 09:19:31,WARNING,Battery voltage low,W026,CLOSE,1.58,2453530335
2024-08-29 10:39:08,2024-08-29 10:44:07,WARNING,EPS Over load,W028,CLOSE,0.08,2453530335
2024-08-30 07:37:46,2024-08-30 08:42:31,WARNING,Battery voltage low,W026,CLOSE,1.08,2453530335
2024-08-31 06:37:12,2024-08-31 10:35:57,WARNING,Battery voltage low,W026,CLOSE,3.98,2453530335
2024-08-31 23:46:51,2024-09-01 09:28:53,WARNING,Battery voltage low,W026,CLOSE,9.70,2453530335
