date,day,solar_kwh,load_kwh,export_kwh,ac_charge_kwh,battery_charge_kwh,battery_discharge_kwh
2024-07-01,1,5.6,9.9,0.0,0.0,0.0,0.0
2024-07-02,2,0.2,5.9,0.0,0.0,0.0,0.0
2024-07-03,3,2.1,6.0,0.0,0.0,0.0,0.0
2024-07-04,4,7.3,15.6,0.0,0.0,0.0,0.0
2024-07-05,5,1.9,3.2,0.0,0.0,0.0,0.0
2024-07-06,6,7.9,14.2,0.0,0.0,0.0,0.0
2024-07-07,7,4.0,8.8,0.0,0.0,0.0,0.0
2024-07-08,8,6.7,9.3,0.0,0.0,0.0,0.0
2024-07-09,9,3.6,14.3,0.0,0.0,0.0,0.0
2024-07-10,10,6.8,10.4,0.0,0.0,0.0,0.0
2024-07-11,11,1.4,20.8,0.0,0.0,0.0,0.0
2024-07-12,12,3.2,16.8,0.0,0.0,0.0,0.0
2024-07-13,13,3.1,14.2,0.0,0.0,0.0,0.0
2024-07-14,14,0.0,3.5,0.0,0.0,0.0,0.0
2024-07-15,15,1.6,12.3,0.0,0.0,0.0,0.0
2024-07-16,16,9.2,6.7,0.0,0.0,0.0,0.0
2024-07-17,17,9.7,17.0,0.0,0.0,0.0,0.0
2024-07-18,18,2.3,12.2,0.0,0.0,0.0,0.0
2024-07-19,19,9.0,4.9,0.0,0.0,0.0,0.0
2024-07-20,20,2.8,5.5,0.0,0.0,0.0,0.0
2024-07-21,21,4.6,6.0,0.0,0.0,0.0,0.0
2024-07-22,22,5.2,5.2,0.0,0.0,0.0,0.0
2024-07-23,23,9.9,16.6,0.0,0.0,0.0,0.0
2024-07-24,24,5.8,20.0,0.0,0.0,0.0,0.0
2024-07-25,25,10.1,15.7,0.0,0.0,0.0,0.0
2024-07-26,26,11.2,6.0,0.0,0.0,0.0,0.0
2024-07-27,27,9.7,11.6,0.0,0.0,0.0,0.0
2024-07-28,28,7.7,18.3,0.0,0.0,0.0,0.0
2024-07-29,29,10.7,8.2,0.0,0.0,0.0,0.0
2024-07-30,30,8.6,16.0,0.0,0.0,0.0,0.0
2024-07-31,31,10.8,11.6,0.0,0.0,0.0,0.0
