date,day,solar_kwh,load_kwh,export_kwh,ac_charge_kwh,battery_charge_kwh,battery_discharge_kwh
2023-12-01,1,6.4,10.5,0.0,0.0,0.0,0.0
2023-12-02,2,8.3,6.8,0.0,0.0,0.0,0.0
2023-12-03,3,8.0,4.2,0.0,0.0,0.0,0.0
2023-12-04,4,10.2,7.5,0.0,0.0,0.0,0.0
2023-12-05,5,6.8,9.8,0.0,0.0,0.0,0.0
2023-12-06,6,8.7,2.5,0.0,0.0,0.0,0.0
2023-12-07,7,7.8,4.4,0.0,0.0,0.0,0.0
2023-12-08,8,12.5,2.3,0.0,0.0,0.0,0.0
2023-12-09,9,6.5,7.8,0.0,0.0,0.0,0.0
2023-12-10,10,15.1,4.3,0.0,0.0,0.0,0.0
2023-12-11,11,12.0,7.1,0.0,0.0,0.0,0.0
2023-12-12,12,9.1,19.4,0.0,0.0,0.0,0.0
2023-12-13,13,20.0,6.1,0.0,0.0,0.0,0.0
2023-12-14,14,8.7,14.8,0.0,0.0,0.0,0.0
2023-12-15,15,10.3,6.3,0.0,0.0,0.0,0.0
2023-12-16,16,15.2,8.9,0.0,0.0,0.0,0.0
2023-12-17,17,9.5,10.2,0.0,0.0,0.0,0.0
2023-12-18,18,8.3,12.9,0.0,0.0,0.0,0.0
2023-12-19,19,14.3,6.7,0.0,0.0,0.0,0.0
2023-12-20,20,13.2,4.2,0.0,0.0,0.0,0.0
2023-12-21,21,13.0,5.3,0.0,0.0,0.0,0.0
2023-12-22,22,19.1,6.6,0.0,0.0,0.0,0.0
2023-12-23,23,9.8,14.1,0.0,0.0,0.0,0.0
2023-12-24,24,15.6,7.5,0.0,0.0,0.0,0.0
2023-12-25,25,8.9,7.4,0.0,0.0,0.0,0.0
2023-12-26,26,6.8,17.1,0.0,0.0,0.0,0.0
2023-12-27,27,13.7,8.6,0.0,0.0,0.0,0.0
2023-12-28,28,17.6,4.7,0.0,0.0,0.0,0.0
2023-12-29,29,16.8,8.2,0.0,0.0,0.0,0.0
2023-12-30,30,6.1,19.3,0.0,0.0,0.0,0.0
2023-12-31,31,8.4,19.0,0.0,0.0,0.0,0.0
