startTime,renormalTime,eventType,eventText,event,status,faultDuration,serialNum
2026-06-05 13:27:05,2026-06-05 13:31:02,WARNING,EPS Over load,W028,CLOSE,0.07,2453530335
2026-06-08 08:16:08,2026-06-09 11:28:22,WARNING,Battery voltage/SOC low,W026,CLOSE,27.20,2453530335
2026-06-08 08:18:07,2026-06-15 12:35:11,WARNING,Fan Stuck,W009,CLOSE,172.28,2453530335
2026-06-10 03:29:46,2026-06-10 11:45:28,WARNING,Battery voltage/SOC low,W026,CLOSE,8.26,2453530335
2026-06-10 08:48:15,2026-06-10 08:50:14,WARNING,EPS Over load,W028,CLOSE,0.03,2453530335
2026-06-11 05:08:30,2026-06-11 11:00:49,WARNING,Battery voltage/SOC low,W026,CLOSE,5.87,2453530335
2026-06-12 03:32:03,2026-06-12 12:09:34,WARNING,Battery voltage/SOC low,W026,CLOSE,8.63,2453530335
2026-06-13 07:20:05,2026-06-13 10:45:07,WARNING,Battery voltage/SOC low,W026,CLOSE,3.42,2453530335
2026-06-14 11:37:54,2026-06-14 11:39:53,WARNING,EPS Over load,W028,CLOSE,0.03,2453530335
2026-06-15 06:58:21,2026-06-15 10:23:22,WARNING,Battery voltage/SOC low,W026,CLOSE,3.42,2453530335
2026-06-15 12:39:10,,WARNING,Fan Stuck,W009,OPEN,_,2453530335
2026-06-15 22:52:17,,WARNING,Battery voltage/SOC low,W026,OPEN,_,2453530335
