date,day,solar_kwh,load_kwh,export_kwh,ac_charge_kwh,battery_charge_kwh,battery_discharge_kwh
2026-06-01,1,13.1,4.5,0.0,0.0,0.0,0.0
2026-06-02,2,10.6,6.7,0.0,0.0,0.0,0.0
2026-06-03,3,0.6,12.1,0.0,0.0,0.0,0.0
2026-06-04,4,7.3,8.1,0.0,0.0,0.0,0.0
2026-06-05,5,10.0,7.6,0.0,0.0,0.0,0.0
2026-06-06,6,14.3,4.6,0.0,0.0,0.0,0.0
2026-06-07,7,12.1,6.5,0.0,0.0,0.0,0.0
2026-06-08,8,4.8,14.9,0.0,0.0,0.0,0.0
2026-06-09,9,13.2,4.4,0.0,0.0,0.0,0.0
2026-06-10,10,14.2,1.2,0.0,0.0,0.0,0.0
2026-06-11,11,15.5,0.6,0.0,0.0,0.0,0.0
2026-06-12,12,12.1,1.3,0.0,0.0,0.0,0.0
2026-06-13,13,12.8,0.0,0.0,0.0,0.0,0.0
2026-06-14,14,14.7,0.1,0.0,0.0,0.0,0.0
2026-06-15,15,2.8,0.0,0.0,0.0,0.0,0.0
2026-06-16,16,0.6,3.8,0.0,0.0,0.0,0.0
2026-06-17,17,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-18,18,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-19,19,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-20,20,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-21,21,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-22,22,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-23,23,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-24,24,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-25,25,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-26,26,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-27,27,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-28,28,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-29,29,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-30,30,0.0,0.0,0.0,0.0,0.0,0.0
