startTime,renormalTime,eventType,eventText,event,status,faultDuration,serialNum
2026-02-01 06:12:00,2026-02-01 09:50:55,WARNING,Battery voltage low,W026,CLOSE,3.65,2453530335
2026-02-01 13:23:54,2026-02-01 13:29:53,WARNING,EPS Over load,W028,CLOSE,0.10,2453530335
2026-02-02 04:15:38,2026-02-02 08:58:18,WARNING,Battery voltage low,W026,CLOSE,4.71,2453530335
2026-02-03 06:28:15,2026-02-03 11:23:53,WARNING,Battery voltage low,W026,CLOSE,4.93,2453530335
2026-02-04 12:19:16,2026-02-04 12:31:14,WARNING,EPS Over load,W028,CLOSE,0.20,2453530335
2026-02-10 01:05:41,2026-02-10 07:44:27,WARNING,Battery voltage low,W026,CLOSE,6.65,2453530335
2026-02-10 11:17:29,2026-02-10 11:23:27,WARNING,EPS Over load,W028,CLOSE,0.10,2453530335
2026-02-11 08:41:20,2026-02-11 08:47:20,WARNING,EPS Over load,W028,CLOSE,0.10,2453530335
2026-02-12 04:35:40,2026-02-12 09:44:44,WARNING,Battery voltage low,W026,CLOSE,5.15,2453530335
2026-02-18 06:10:07,2026-02-18 09:55:01,WARNING,Battery voltage low,W026,CLOSE,3.75,2453530335
2026-02-19 05:43:28,2026-02-19 11:47:44,WARNING,Battery voltage low,W026,CLOSE,6.07,2453530335
2026-02-21 07:41:27,2026-02-21 10:28:40,WARNING,Battery voltage low,W026,CLOSE,2.79,2453530335
2026-02-23 11:02:46,2026-02-23 21:35:40,WARNING,Battery voltage low,W026,CLOSE,10.55,2453530335
2026-02-26 19:18:45,2026-02-27 10:05:24,WARNING,Battery voltage low,W026,CLOSE,14.78,2453530335
2026-02-27 06:56:19,2026-03-02 11:42:36,WARNING,Fan Stuck,W009,CLOSE,76.77,2453530335
