startTime,renormalTime,eventType,eventText,event,status,faultDuration,serialNum
2024-03-01 04:03:27,2024-03-01 06:02:51,WARNING,No AC Connection,W016,CLOSE,1.99,2453530335
2024-03-01 12:06:05,2024-03-01 14:05:29,WARNING,No AC Connection,W016,CLOSE,1.99,2453530335
2024-03-02 02:16:51,2024-03-02 07:29:49,WARNING,No AC Connection,W016,CLOSE,5.22,2453530335
2024-03-02 05:45:51,2024-03-02 09:19:16,WARNING,Battery voltage low,W026,CLOSE,3.56,2453530335
2024-03-02 20:10:57,2024-03-02 22:05:23,WARNING,No AC Connection,W016,CLOSE,1.91,2453530335
2024-03-05 02:09:29,2024-03-05 04:03:52,WARNING,No AC Connection,W016,CLOSE,1.91,2453530335
2024-03-06 18:30:02,2024-03-06 20:05:39,WARNING,No AC Connection,W016,CLOSE,1.59,2453530335
2024-03-07 02:03:44,2024-03-07 04:08:06,WARNING,No AC Connection,W016,CLOSE,2.07,2453530335
2024-03-07 18:08:44,2024-03-07 20:08:09,WARNING,No AC Connection,W016,CLOSE,1.99,2453530335
2024-03-08 02:07:47,2024-03-08 04:02:12,WARNING,No AC Connection,W016,CLOSE,1.91,2453530335
2024-03-09 00:05:48,2024-03-09 02:05:12,WARNING,No AC Connection,W016,CLOSE,1.99,2453530335
2024-03-10 16:06:46,2024-03-10 18:06:09,WARNING,No AC Connection,W016,CLOSE,1.99,2453530335
2024-03-11 16:04:52,2024-03-11 18:09:15,WARNING,No AC Connection,W016,CLOSE,2.07,2453530335
2024-03-12 00:12:24,2024-03-12 02:01:52,WARNING,No AC Connection,W016,CLOSE,1.82,2453530335
2024-03-12 16:07:32,2024-03-12 18:01:56,WARNING,No AC Connection,W016,CLOSE,1.91,2453530335
2024-03-13 06:13:08,2024-03-13 08:02:35,WARNING,No AC Connection,W016,CLOSE,1.82,2453530335
2024-03-13 22:03:14,2024-03-14 00:07:34,WARNING,No AC Connection,W016,CLOSE,2.07,2453530335
2024-03-14 06:10:37,2024-03-14 08:05:03,WARNING,No AC Connection,W016,CLOSE,1.91,2453530335
2024-03-14 14:08:05,2024-03-14 16:02:31,WARNING,No AC Connection,W016,CLOSE,1.91,2453530335
2024-03-15 14:10:28,2024-03-15 16:09:50,WARNING,No AC Connection,W016,CLOSE,1.99,2453530335
2024-03-15 22:12:57,2024-03-16 00:17:18,WARNING,No AC Connection,W016,CLOSE,2.07,2453530335
2024-03-17 04:04:15,2024-03-17 05:08:53,WARNING,No AC Connection,W016,CLOSE,1.08,2453530335
2024-03-18 05:06:25,2024-03-18 06:06:05,WARNING,No AC Connection,W016,CLOSE,0.99,2453530335
2024-03-18 12:04:17,2024-03-18 14:03:42,WARNING,No AC Connection,W016,CLOSE,1.99,2453530335
2024-03-19 12:06:53,2024-03-19 14:06:16,WARNING,No AC Connection,W016,CLOSE,1.99,2453530335
2024-03-19 20:09:55,2024-03-19 22:04:18,WARNING,No AC Connection,W016,CLOSE,1.91,2453530335
2024-03-20 15:23:29,2024-03-20 15:26:32,WARNING,No AC Connection,W016,CLOSE,0.05,2453530335
2024-03-20 20:05:03,2024-03-20 22:04:26,WARNING,No AC Connection,W016,CLOSE,1.99,2453530335
2024-03-21 02:08:09,2024-03-21 04:06:27,WARNING,No AC Connection,W016,CLOSE,1.97,2453530335
2024-03-21 04:06:27,2024-03-21 04:41:43,WARNING,Battery open,W027,CLOSE,0.59,2453530335
2024-03-21 04:06:27,2024-03-21 06:36:09,WARNING,Battery voltage low,W026,CLOSE,2.50,2453530335
2024-03-22 02:15:03,2024-03-22 04:04:29,WARNING,No AC Connection,W016,CLOSE,1.82,2453530335
2024-03-23 02:12:31,2024-03-23 04:26:48,WARNING,No AC Connection,W016,CLOSE,2.24,2453530335
2024-03-23 10:14:59,2024-03-23 12:04:22,WARNING,No AC Connection,W016,CLOSE,1.82,2453530335
2024-03-23 18:07:28,2024-03-23 20:11:50,WARNING,No AC Connection,W016,CLOSE,2.07,2453530335
2024-03-24 18:04:54,2024-03-24 20:04:18,WARNING,No AC Connection,W016,CLOSE,1.99,2453530335
2024-03-26 00:35:44,2024-03-26 02:05:15,WARNING,No AC Connection,W016,CLOSE,1.49,2453530335
