date,day,solar_kwh,load_kwh,export_kwh,ac_charge_kwh,battery_charge_kwh,battery_discharge_kwh
2025-03-01,1,17.9,1.0,0.0,0.0,0.0,0.0
2025-03-02,2,16.0,4.3,0.0,0.0,0.0,0.0
2025-03-03,3,14.1,2.3,0.0,0.0,0.0,0.0
2025-03-04,4,15.7,8.2,0.0,0.0,0.0,0.0
2025-03-05,5,4.1,7.5,0.0,0.0,0.0,0.0
2025-03-06,6,16.3,6.3,0.0,0.0,0.0,0.0
2025-03-07,7,13.4,8.4,0.0,0.0,0.0,0.0
2025-03-08,8,16.5,9.1,0.0,0.0,0.0,0.0
2025-03-09,9,4.4,14.3,0.0,0.0,0.0,0.0
2025-03-10,10,16.2,7.8,0.0,0.0,0.0,0.0
2025-03-11,11,16.3,4.5,0.0,0.0,0.0,0.0
2025-03-12,12,21.4,6.0,0.0,0.0,0.0,0.0
2025-03-13,13,8.5,13.6,0.0,0.0,0.0,0.0
2025-03-14,14,7.9,6.1,0.0,0.0,0.0,0.0
2025-03-15,15,16.5,0.0,0.0,0.0,0.0,0.0
2025-03-16,16,12.6,3.6,0.0,0.0,0.0,0.0
2025-03-17,17,6.4,7.2,0.0,0.0,0.0,0.0
2025-03-18,18,17.8,2.3,0.0,0.0,0.0,0.0
2025-03-19,19,7.1,3.6,0.0,0.0,0.0,0.0
2025-03-20,20,20.4,0.8,0.0,0.0,0.0,0.0
2025-03-21,21,10.2,7.9,0.0,0.0,0.0,0.0
2025-03-22,22,13.2,0.5,0.0,0.0,0.0,0.0
2025-03-23,23,14.4,0.0,0.0,0.0,0.0,0.0
2025-03-24,24,26.3,0.5,0.0,0.0,0.0,0.0
2025-03-25,25,12.4,7.1,0.0,0.0,0.0,0.0
2025-03-26,26,22.4,0.0,0.0,0.0,0.0,0.0
2025-03-27,27,17.6,5.6,0.0,0.0,0.0,0.0
2025-03-28,28,18.0,4.2,0.0,0.0,0.0,0.0
2025-03-29,29,10.9,1.4,0.0,0.0,0.0,0.0
2025-03-30,30,12.5,7.0,0.0,0.0,0.0,0.0
2025-03-31,31,16.3,7.8,0.0,0.0,0.0,0.0
