date,day,solar_kwh,load_kwh,export_kwh,ac_charge_kwh,battery_charge_kwh,battery_discharge_kwh
2024-05-01,1,8.4,6.2,0.0,0.0,0.0,0.0
2024-05-02,2,11.2,11.2,0.0,0.0,0.0,0.0
2024-05-03,3,10.2,7.1,0.0,0.0,0.0,0.0
2024-05-04,4,3.3,12.0,0.0,0.0,0.0,0.0
2024-05-05,5,3.2,2.3,0.0,0.0,0.0,0.0
2024-05-06,6,13.3,5.9,0.0,0.0,0.0,0.0
2024-05-07,7,9.0,10.3,0.0,0.0,0.0,0.0
2024-05-08,8,1.9,4.9,0.0,0.0,0.0,0.0
2024-05-09,9,2.2,4.5,0.0,0.0,0.0,0.0
2024-05-10,10,4.6,3.7,0.0,0.0,0.0,0.0
2024-05-11,11,10.3,5.3,0.0,0.0,0.0,0.0
2024-05-12,12,1.1,0.0,0.0,0.0,0.0,0.0
2024-05-13,13,11.1,8.2,0.0,0.0,0.0,0.0
2024-05-14,14,9.3,6.7,0.0,0.0,0.0,0.0
2024-05-15,15,7.8,3.8,0.0,0.0,0.0,0.0
2024-05-16,16,6.6,11.9,0.0,0.0,0.0,0.0
2024-05-17,17,4.0,12.7,0.0,0.0,0.0,0.0
2024-05-18,18,6.2,10.1,0.0,0.0,0.0,0.0
2024-05-19,19,7.4,9.5,0.0,0.0,0.0,0.0
2024-05-20,20,6.7,8.8,0.0,0.0,0.0,0.0
2024-05-21,21,6.9,8.5,0.0,0.0,0.0,0.0
2024-05-22,22,8.3,10.1,0.0,0.0,0.0,0.0
2024-05-23,23,2.6,14.5,0.0,0.0,0.0,0.0
2024-05-24,24,4.2,15.0,0.0,0.0,0.0,0.0
2024-05-25,25,7.6,11.1,0.0,0.0,0.0,0.0
2024-05-26,26,8.7,10.8,0.0,0.0,0.0,0.0
2024-05-27,27,9.6,11.3,0.0,0.0,0.0,0.0
2024-05-28,28,7.9,10.6,0.0,0.0,0.0,0.0
2024-05-29,29,7.6,9.4,0.0,0.0,0.0,0.0
2024-05-30,30,2.5,17.2,0.0,0.0,0.0,0.0
2024-05-31,31,3.6,15.1,0.0,0.0,0.0,0.0
