date,day,solar_kwh,load_kwh,export_kwh,ac_charge_kwh,battery_charge_kwh,battery_discharge_kwh
2024-12-01,1,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-02,2,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-03,3,15.7,0.1,0.0,0.0,0.0,0.0
2024-12-04,4,15.6,0.1,0.0,0.0,0.0,0.0
2024-12-05,5,12.7,1.3,0.0,0.0,0.0,0.0
2024-12-06,6,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-07,7,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-08,8,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-09,9,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-10,10,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-11,11,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-12,12,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-13,13,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-14,14,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-15,15,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-16,16,9.8,2.6,0.0,0.0,0.0,0.0
2024-12-17,17,5.1,0.0,0.0,0.0,0.0,0.0
2024-12-18,18,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-19,19,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-20,20,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-21,21,14.0,2.3,0.0,0.0,0.0,0.0
2024-12-22,22,21.9,1.5,0.0,0.0,0.0,0.0
2024-12-23,23,15.8,3.5,0.0,0.0,0.0,0.0
2024-12-24,24,4.4,0.0,0.0,0.0,0.0,0.0
2024-12-25,25,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-26,26,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-27,27,17.2,3.4,0.0,0.0,0.0,0.0
2024-12-28,28,23.2,2.7,0.0,0.0,0.0,0.0
2024-12-29,29,23.1,3.6,0.0,0.0,0.0,0.0
2024-12-30,30,11.2,5.6,0.0,0.0,0.0,0.0
2024-12-31,31,17.5,4.2,0.0,0.0,0.0,0.0
