startTime,renormalTime,eventType,eventText,event,status,faultDuration,serialNum
2024-12-03 10:38:32,2024-12-03 10:44:31,WARNING,EPS Over load,W028,CLOSE,0.10,2453530335
2024-12-16 03:07:05,2024-12-16 09:03:14,WARNING,Battery voltage low,W026,CLOSE,5.94,2453530335
2024-12-21 08:16:33,2024-12-21 09:56:00,WARNING,Battery voltage low,W026,CLOSE,1.66,2453530335
2024-12-21 15:04:26,2024-12-21 15:10:24,WARNING,EPS Over load,W028,CLOSE,0.10,2453530335
2024-12-22 11:14:44,2024-12-22 11:18:41,WARNING,EPS Over load,W028,CLOSE,0.07,2453530335
2024-12-27 03:43:59,2024-12-27 09:22:48,WARNING,Battery voltage low,W026,CLOSE,5.65,2453530335
2024-12-28 04:44:55,2024-12-28 08:51:45,WARNING,Battery voltage low,W026,CLOSE,4.11,2453530335
2024-12-29 04:19:56,2024-12-29 12:35:12,WARNING,Battery voltage low,W026,CLOSE,8.25,2453530335
2024-12-30 03:06:47,2024-12-30 12:18:27,WARNING,Battery voltage low,W026,CLOSE,9.19,2453530335
2024-12-31 03:07:19,2024-12-31 09:19:49,WARNING,Battery voltage low,W026,CLOSE,6.21,2453530335
