startTime,renormalTime,eventType,eventText,event,status,faultDuration,serialNum
2026-04-01 02:46:03,2026-04-01 11:20:29,WARNING,Battery voltage low,W026,CLOSE,8.57,2453530335
2026-04-02 18:27:45,2026-04-04 08:52:23,WARNING,Battery voltage low,W026,CLOSE,38.41,2453530335
2026-04-03 08:42:45,2026-04-06 12:41:34,WARNING,Fan Stuck,W009,CLOSE,75.98,2453530335
2026-04-04 22:36:30,2026-04-05 16:08:19,WARNING,AC Voltage out of range,W017,CLOSE,17.53,2453530335
2026-04-06 09:23:53,2026-04-06 09:25:53,WARNING,AC Voltage out of range,W017,CLOSE,0.03,2453530335
2026-04-06 12:45:35,2026-04-06 23:54:27,WARNING,Fan Stuck,W009,CLOSE,11.15,2453530335
2026-04-06 23:53:21,2026-04-07 08:30:00,WARNING,AC Voltage out of range,W017,CLOSE,8.61,2453530335
2026-04-07 00:00:33,2026-04-09 06:51:47,WARNING,Fan Stuck,W009,CLOSE,54.85,2453530335
2026-04-08 06:35:37,2026-04-08 09:38:47,WARNING,Battery voltage low,W026,CLOSE,3.05,2453530335
2026-04-09 06:51:47,2026-04-09 06:59:44,WARNING,AC Voltage out of range,W017,CLOSE,0.13,2453530335
2026-04-09 06:59:44,,WARNING,Fan Stuck,W009,OPEN,_,2453530335
2026-04-22 09:25:54,2026-04-22 09:27:54,WARNING,EPS Over load,W028,CLOSE,0.03,2453530335
2026-04-27 11:26:37,2026-04-27 11:30:35,WARNING,EPS Over load,W028,CLOSE,0.07,2453530335
2026-04-28 13:15:05,2026-04-28 13:17:03,WARNING,EPS Over load,W028,CLOSE,0.03,2453530335
