date,day,solar_kwh,load_kwh,export_kwh,ac_charge_kwh,battery_charge_kwh,battery_discharge_kwh
2026-04-01,1,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-02,2,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-03,3,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-04,4,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-05,5,6.0,10.2,0.0,0.0,0.0,0.0
2026-04-06,6,8.4,3.6,0.0,0.0,0.0,0.0
2026-04-07,7,3.7,0.0,0.0,0.0,0.0,0.0
2026-04-08,8,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-09,9,13.3,0.4,0.0,0.0,0.0,0.0
2026-04-10,10,16.0,0.1,0.0,0.0,0.0,0.0
2026-04-11,11,4.2,7.5,0.0,0.0,0.0,0.0
2026-04-12,12,7.8,5.5,0.0,0.0,0.0,0.0
2026-04-13,13,15.5,2.7,0.0,0.0,0.0,0.0
2026-04-14,14,15.3,2.2,0.0,0.0,0.0,0.0
2026-04-15,15,10.3,6.2,0.0,0.0,0.0,0.0
2026-04-16,16,7.9,3.3,0.0,0.0,0.0,0.0
2026-04-17,17,15.3,0.6,0.0,0.0,0.0,0.0
2026-04-18,18,12.3,3.2,0.0,0.0,0.0,0.0
2026-04-19,19,20.6,0.1,0.0,0.0,0.0,0.0
2026-04-20,20,13.1,3.1,0.0,0.0,0.0,0.0
2026-04-21,21,15.2,0.0,0.0,0.0,0.0,0.0
2026-04-22,22,14.6,3.5,0.0,0.0,0.0,0.0
2026-04-23,23,15.6,0.6,0.0,0.0,0.0,0.0
2026-04-24,24,15.1,0.0,0.0,0.0,0.0,0.0
2026-04-25,25,13.9,0.0,0.0,0.0,0.0,0.0
2026-04-26,26,14.6,0.1,0.0,0.0,0.0,0.0
2026-04-27,27,15.7,1.6,0.0,0.0,0.0,0.0
2026-04-28,28,13.0,3.2,0.0,0.0,0.0,0.0
2026-04-29,29,14.9,0.5,0.0,0.0,0.0,0.0
2026-04-30,30,8.2,0.5,0.0,0.0,0.0,0.0
