date,day,solar_kwh,load_kwh,export_kwh,ac_charge_kwh,battery_charge_kwh,battery_discharge_kwh
2023-10-01,1,0.0,16.0,0.0,0.0,0.0,0.0
2023-10-02,2,0.0,17.3,0.0,0.0,0.0,0.0
2023-10-03,3,0.0,19.1,0.0,0.0,0.0,0.0
2023-10-04,4,0.0,14.9,0.0,0.0,0.0,0.0
2023-10-05,5,0.0,18.0,0.0,0.0,0.0,0.0
2023-10-06,6,0.0,16.9,0.0,0.0,0.0,0.0
2023-10-07,7,0.0,13.7,0.0,0.0,0.0,0.0
2023-10-08,8,0.0,8.2,0.0,0.0,0.0,0.0
2023-10-09,9,0.0,17.9,0.0,0.0,0.0,0.0
2023-10-10,10,0.0,20.4,0.0,0.0,0.0,0.0
2023-10-11,11,0.0,18.3,0.0,0.0,0.0,0.0
2023-10-12,12,0.0,16.0,0.0,0.0,0.0,0.0
2023-10-13,13,0.0,11.2,0.0,0.0,0.0,0.0
2023-10-14,14,0.0,11.1,0.0,0.0,0.0,0.0
2023-10-15,15,0.0,18.2,0.0,0.0,0.0,0.0
2023-10-16,16,0.0,18.7,0.0,0.0,0.0,0.0
2023-10-17,17,0.0,19.7,0.0,0.0,0.0,0.0
2023-10-18,18,0.0,15.7,0.0,0.0,0.0,0.0
2023-10-19,19,0.0,15.7,0.0,0.0,0.0,0.0
2023-10-20,20,0.0,19.1,0.0,0.0,0.0,0.0
2023-10-21,21,0.0,14.5,0.0,0.0,0.0,0.0
2023-10-22,22,0.0,14.6,0.0,0.0,0.0,0.0
2023-10-23,23,0.0,18.3,0.0,0.0,0.0,0.0
2023-10-24,24,0.0,20.6,0.0,0.0,0.0,0.0
2023-10-25,25,0.0,16.7,0.0,0.0,0.0,0.0
2023-10-26,26,0.0,18.9,0.0,0.0,0.0,0.0
2023-10-27,27,0.0,15.3,0.0,0.0,0.0,0.0
2023-10-28,28,0.0,18.6,0.0,0.0,0.0,0.0
2023-10-29,29,0.0,17.0,0.0,0.0,0.0,0.0
2023-10-30,30,0.0,18.4,0.0,0.0,0.0,0.0
2023-10-31,31,0.0,23.2,0.0,0.0,0.0,0.0
