date,day,solar_kwh,load_kwh,export_kwh,ac_charge_kwh,battery_charge_kwh,battery_discharge_kwh
2022-08-01,1,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-02,2,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-03,3,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-04,4,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-05,5,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-06,6,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-07,7,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-08,8,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-09,9,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-10,10,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-11,11,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-12,12,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-13,13,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-14,14,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-15,15,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-16,16,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-17,17,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-18,18,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-19,19,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-20,20,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-21,21,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,22,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-23,23,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-24,24,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-25,25,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-26,26,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-27,27,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-28,28,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-29,29,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-30,30,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-31,31,0.0,0.0,0.0,0.0,0.0,0.0
