date,day,solar_kwh,load_kwh,export_kwh,ac_charge_kwh,battery_charge_kwh,battery_discharge_kwh
2025-12-01,1,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-02,2,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-03,3,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-04,4,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-05,5,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-06,6,11.0,3.6,0.0,0.0,0.0,0.0
2025-12-07,7,4.6,0.1,0.0,0.0,0.0,0.0
2025-12-08,8,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-09,9,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-10,10,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-11,11,0.5,0.0,0.0,0.0,0.0,0.0
2025-12-12,12,5.5,0.2,0.0,0.0,0.0,0.0
2025-12-13,13,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-14,14,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-15,15,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-16,16,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-17,17,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-18,18,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-19,19,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-20,20,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-21,21,4.8,3.1,0.0,0.0,0.0,0.0
2025-12-22,22,2.5,5.0,0.0,0.0,0.0,0.0
2025-12-23,23,9.3,5.1,0.0,0.0,0.0,0.0
2025-12-24,24,11.5,3.5,0.0,0.0,0.0,0.0
2025-12-25,25,13.0,0.0,0.0,0.0,0.0,0.0
2025-12-26,26,11.4,0.0,0.0,0.0,0.0,0.0
2025-12-27,27,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-28,28,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-29,29,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-30,30,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-31,31,0.0,0.0,0.0,0.0,0.0,0.0
