startTime,renormalTime,eventType,eventText,event,status,faultDuration,serialNum
2025-07-01 01:55:27,2025-07-01 11:22:42,WARNING,Battery voltage low,W026,CLOSE,9.45,2453530335
2025-07-01 19:42:34,2025-07-02 10:56:12,WARNING,Fan Stuck,W009,CLOSE,15.23,2453530335
2025-07-02 10:52:11,2025-07-02 10:56:12,WARNING,Communication failure with battery,W000,CLOSE,0.07,2453530335
2025-07-02 11:02:10,2025-07-10 18:57:24,WARNING,Fan Stuck,W009,CLOSE,199.92,2453530335
2025-07-02 22:24:52,2025-07-03 11:17:13,WARNING,Battery voltage low,W026,CLOSE,12.87,2453530335
2025-07-03 20:46:27,2025-07-04 11:16:07,WARNING,Battery voltage low,W026,CLOSE,14.49,2453530335
2025-07-04 21:29:05,2025-07-05 11:36:59,WARNING,Battery voltage low,W026,CLOSE,14.13,2453530335
2025-07-05 15:35:47,2025-07-06 12:40:02,WARNING,Battery voltage low,W026,CLOSE,21.07,2453530335
2025-07-06 18:48:12,2025-07-07 10:45:31,WARNING,Battery voltage low,W026,CLOSE,15.96,2453530335
2025-07-07 16:07:56,2025-07-07 16:13:53,WARNING,EPS Over load,W028,CLOSE,0.10,2453530335
2025-07-07 18:19:17,2025-07-08 10:52:49,WARNING,Battery voltage low,W026,CLOSE,16.56,2453530335
2025-07-08 21:33:38,2025-07-09 13:52:48,WARNING,Battery voltage low,W026,CLOSE,16.32,2453530335
2025-07-09 13:58:45,2025-07-09 14:04:43,WARNING,EPS Over load,W028,CLOSE,0.10,2453530335
2025-07-09 18:21:28,2025-07-10 11:05:02,WARNING,Battery voltage low,W026,CLOSE,16.73,2453530335
2025-07-10 19:43:57,2025-08-22 18:24:24,WARNING,Fan Stuck,W009,CLOSE,1030.67,2453530335
