date,day,solar_kwh,load_kwh,export_kwh,ac_charge_kwh,battery_charge_kwh,battery_discharge_kwh
2023-09-01,1,0.0,20.8,0.0,0.0,0.0,0.0
2023-09-02,2,0.0,17.6,0.0,0.0,0.0,0.0
2023-09-03,3,0.0,21.5,0.0,0.0,0.0,0.0
2023-09-04,4,0.0,24.2,0.0,0.0,0.0,0.0
2023-09-05,5,0.0,25.8,0.0,0.0,0.0,0.0
2023-09-06,6,0.0,24.8,0.0,0.0,0.0,0.0
2023-09-07,7,0.0,17.9,0.0,0.0,0.0,0.0
2023-09-08,8,0.0,18.0,0.0,0.0,0.0,0.0
2023-09-09,9,0.0,22.2,0.0,0.0,0.0,0.0
2023-09-10,10,0.0,22.8,0.0,0.0,0.0,0.0
2023-09-11,11,0.0,16.6,0.0,0.0,0.0,0.0
2023-09-12,12,0.0,22.6,0.0,0.0,0.0,0.0
2023-09-13,13,0.0,15.3,0.0,0.0,0.0,0.0
2023-09-14,14,0.0,16.2,0.0,0.0,0.0,0.0
2023-09-15,15,0.0,17.6,0.0,0.0,0.0,0.0
2023-09-16,16,0.0,15.1,0.0,0.0,0.0,0.0
2023-09-17,17,0.0,13.3,0.0,0.0,0.0,0.0
2023-09-18,18,0.0,21.0,0.0,0.0,0.0,0.0
2023-09-19,19,0.0,19.3,0.0,0.0,0.0,0.0
2023-09-20,20,0.0,15.4,0.0,0.0,0.0,0.0
2023-09-21,21,0.0,18.7,0.0,0.0,0.0,0.0
2023-09-22,22,0.0,13.6,0.0,0.0,0.0,0.0
2023-09-23,23,0.0,12.8,0.0,0.0,0.0,0.0
2023-09-24,24,0.0,14.5,0.0,0.0,0.0,0.0
2023-09-25,25,0.0,18.5,0.0,0.0,0.0,0.0
2023-09-26,26,0.0,25.5,0.0,0.0,0.0,0.0
2023-09-27,27,0.0,19.6,0.0,0.0,0.0,0.0
2023-09-28,28,0.0,15.2,0.0,0.0,0.0,0.0
2023-09-29,29,0.0,16.9,0.0,0.0,0.0,0.0
2023-09-30,30,0.0,17.4,0.0,0.0,0.0,0.0
