date,day,solar_kwh,load_kwh,export_kwh,ac_charge_kwh,battery_charge_kwh,battery_discharge_kwh
2023-06-01,1,0.0,25.6,0.0,0.0,0.0,0.0
2023-06-02,2,0.0,20.0,0.0,0.0,0.0,0.0
2023-06-03,3,0.0,24.7,0.0,0.0,0.0,0.0
2023-06-04,4,0.0,15.6,0.0,0.0,0.0,0.0
2023-06-05,5,0.0,22.1,0.0,0.0,0.0,0.0
2023-06-06,6,0.0,19.8,0.0,0.0,0.0,0.0
2023-06-07,7,0.0,22.9,0.0,0.0,0.0,0.0
2023-06-08,8,0.0,20.7,0.0,0.0,0.0,0.0
2023-06-09,9,0.0,20.2,0.0,0.0,0.0,0.0
2023-06-10,10,0.0,16.3,0.0,0.0,0.0,0.0
2023-06-11,11,0.0,14.5,0.0,0.0,0.0,0.0
2023-06-12,12,0.0,22.1,0.0,0.0,0.0,0.0
2023-06-13,13,0.0,23.5,0.0,0.0,0.0,0.0
2023-06-14,14,0.0,22.3,0.0,0.0,0.0,0.0
2023-06-15,15,0.0,24.2,0.0,0.0,0.0,0.0
2023-06-16,16,0.0,23.6,0.0,0.0,0.0,0.0
2023-06-17,17,0.0,21.3,0.0,0.0,0.0,0.0
2023-06-18,18,0.0,16.7,0.0,0.0,0.0,0.0
2023-06-19,19,0.0,25.3,0.0,0.0,0.0,0.0
2023-06-20,20,0.0,24.7,0.0,0.0,0.0,0.0
2023-06-21,21,0.0,23.5,0.0,0.0,0.0,0.0
2023-06-22,22,0.0,22.0,0.0,0.0,0.0,0.0
2023-06-23,23,0.0,24.4,0.0,0.0,0.0,0.0
2023-06-24,24,0.0,22.2,0.0,0.0,0.0,0.0
2023-06-25,25,0.0,25.3,0.0,0.0,0.0,0.0
2023-06-26,26,0.0,24.4,0.0,0.0,0.0,0.0
2023-06-27,27,0.0,33.9,0.0,0.0,0.0,0.0
2023-06-28,28,0.0,21.9,0.0,0.0,0.0,0.0
2023-06-29,29,0.0,15.7,0.0,0.0,0.0,0.0
2023-06-30,30,0.0,20.2,0.0,0.0,0.0,0.0
