startTime,renormalTime,eventType,eventText,event,status,faultDuration,serialNum
2025-08-16 11:57:12,2025-08-16 12:03:10,WARNING,EPS Over load,W028,CLOSE,0.10,2453530335
2025-08-20 11:56:04,2025-08-20 12:07:59,WARNING,EPS Over load,W028,CLOSE,0.20,2453530335
2025-08-22 18:48:17,2025-08-22 19:26:04,WARNING,Fan Stuck,W009,CLOSE,0.63,2453530335
2025-08-22 19:43:58,2025-08-23 06:34:39,WARNING,Fan Stuck,W009,CLOSE,10.84,2453530335
2025-08-23 06:52:34,2025-08-23 12:07:00,WARNING,Fan Stuck,W009,CLOSE,5.24,2453530335
2025-08-23 13:46:29,2025-08-23 18:11:42,WARNING,Fan Stuck,W009,CLOSE,4.42,2453530335
2025-08-23 18:23:37,2025-08-24 03:10:58,WARNING,Fan Stuck,W009,CLOSE,8.79,2453530335
2025-08-24 09:56:53,2025-08-25 03:19:34,WARNING,Fan Stuck,W009,CLOSE,17.38,2453530335
2025-08-25 10:19:29,2025-08-25 10:51:21,WARNING,Fan Stuck,W009,CLOSE,0.53,2453530335
2025-08-25 10:57:17,2025-08-25 12:56:40,WARNING,Fan Stuck,W009,CLOSE,1.99,2453530335
2025-08-25 13:02:39,2025-08-25 14:16:17,WARNING,Fan Stuck,W009,CLOSE,1.23,2453530335
2025-08-25 17:11:25,2025-08-25 18:35:00,WARNING,Fan Stuck,W009,CLOSE,1.39,2453530335
2025-08-25 18:40:58,2025-08-25 19:10:52,WARNING,Fan Stuck,W009,CLOSE,0.50,2453530335
2025-08-25 19:40:44,2025-08-25 21:06:16,WARNING,Fan Stuck,W009,CLOSE,1.43,2453530335
2025-08-26 11:16:03,2025-08-26 12:49:36,WARNING,Fan Stuck,W009,CLOSE,1.56,2453530335
2025-08-26 13:13:30,2025-08-26 13:41:20,WARNING,Fan Stuck,W009,CLOSE,0.46,2453530335
2025-08-26 14:49:00,2025-08-26 15:00:55,WARNING,Fan Stuck,W009,CLOSE,0.20,2453530335
2025-08-26 15:06:55,2025-08-26 16:10:38,WARNING,Fan Stuck,W009,CLOSE,1.06,2453530335
2025-08-27 06:26:25,2025-08-27 18:04:57,WARNING,Fan Stuck,W009,CLOSE,11.64,2453530335
2025-08-28 10:44:06,2025-08-28 16:30:25,WARNING,Fan Stuck,W009,CLOSE,5.77,2453530335
2025-08-28 16:42:20,2025-08-29 00:36:05,WARNING,Fan Stuck,W009,CLOSE,7.90,2453530335
2025-08-29 00:48:01,2025-08-29 02:05:38,WARNING,Fan Stuck,W009,CLOSE,1.29,2453530335
2025-08-29 02:29:31,2025-08-29 06:54:13,WARNING,Fan Stuck,W009,CLOSE,4.41,2453530335
2025-08-29 13:22:19,2025-08-29 13:28:18,WARNING,Fan Stuck,W009,CLOSE,0.10,2453530335
2025-08-29 15:49:36,2025-08-29 20:24:19,WARNING,Fan Stuck,W009,CLOSE,4.58,2453530335
2025-08-31 08:47:48,2025-08-31 09:23:38,WARNING,Fan Stuck,W009,CLOSE,0.60,2453530335
2025-08-31 10:17:23,2025-08-31 11:40:57,WARNING,Fan Stuck,W009,CLOSE,1.39,2453530335
