date,day,solar_kwh,load_kwh,export_kwh,ac_charge_kwh,battery_charge_kwh,battery_discharge_kwh
2025-08-01,1,13.8,4.6,0.0,0.0,0.0,0.0
2025-08-02,2,14.3,3.9,0.0,0.0,0.0,0.0
2025-08-03,3,11.3,7.0,0.0,0.0,0.0,0.0
2025-08-04,4,12.5,5.2,0.0,0.0,0.0,0.0
2025-08-05,5,10.4,8.7,0.0,0.0,0.0,0.0
2025-08-06,6,13.3,4.3,0.0,0.0,0.0,0.0
2025-08-07,7,16.7,2.0,0.0,0.0,0.0,0.0
2025-08-08,8,11.9,2.7,0.0,0.0,0.0,0.0
2025-08-09,9,11.9,0.0,0.0,0.0,0.0,0.0
2025-08-10,10,15.9,1.3,0.0,0.0,0.0,0.0
2025-08-11,11,12.8,5.4,0.0,0.0,0.0,0.0
2025-08-12,12,15.9,1.1,0.0,0.0,0.0,0.0
2025-08-13,13,14.4,2.3,0.0,0.0,0.0,0.0
2025-08-14,14,17.4,0.2,0.0,0.0,0.0,0.0
2025-08-15,15,12.2,4.8,0.0,0.0,0.0,0.0
2025-08-16,16,12.5,3.3,0.0,0.0,0.0,0.0
2025-08-17,17,13.4,1.7,0.0,0.0,0.0,0.0
2025-08-18,18,15.2,1.2,0.0,0.0,0.0,0.0
2025-08-19,19,14.0,0.0,0.0,0.0,0.0,0.0
2025-08-20,20,20.2,0.1,0.0,0.0,0.0,0.0
2025-08-21,21,14.5,1.7,0.0,0.0,0.0,0.0
2025-08-22,22,11.0,3.1,0.0,0.0,0.0,0.0
2025-08-23,23,16.1,2.8,0.0,0.0,0.0,0.0
2025-08-24,24,17.3,3.0,0.0,0.0,0.0,0.0
2025-08-25,25,13.4,4.1,0.0,0.0,0.0,0.0
2025-08-26,26,15.6,0.1,0.0,0.0,0.0,0.0
2025-08-27,27,16.4,0.9,0.0,0.0,0.0,0.0
2025-08-28,28,15.3,0.0,0.0,0.0,0.0,0.0
2025-08-29,29,15.6,1.2,0.0,0.0,0.0,0.0
2025-08-30,30,16.3,1.0,0.0,0.0,0.0,0.0
2025-08-31,31,15.8,0.0,0.0,0.0,0.0,0.0
