startTime,renormalTime,eventType,eventText,event,status,faultDuration,serialNum
2024-10-01 02:34:08,2024-10-01 09:12:48,WARNING,Battery voltage low,W026,CLOSE,6.64,2453530335
2024-10-02 06:42:01,2024-10-02 09:06:18,WARNING,Battery voltage low,W026,CLOSE,2.40,2453530335
2024-10-03 06:35:16,2024-10-03 08:19:44,WARNING,Battery voltage low,W026,CLOSE,1.74,2453530335
2024-10-04 05:58:50,2024-10-04 16:05:19,WARNING,Battery voltage low,W026,CLOSE,10.11,2453530335
2024-10-06 05:45:03,2024-10-06 14:02:35,WARNING,Battery voltage low,W026,CLOSE,8.29,2453530335
2024-10-09 05:41:10,2024-10-09 08:55:10,WARNING,Battery voltage low,W026,CLOSE,3.23,2453530335
2024-10-10 19:17:20,2024-10-11 08:28:23,WARNING,Battery voltage low,W026,CLOSE,13.18,2453530335
2024-10-14 03:08:43,2024-10-14 11:21:18,WARNING,Battery voltage low,W026,CLOSE,8.21,2453530335
2024-10-19 06:22:34,2024-10-20 03:11:19,WARNING,Battery voltage low,W026,CLOSE,20.81,2453530335
2024-10-21 07:23:27,2024-10-21 11:36:41,WARNING,Battery voltage low,W026,CLOSE,4.22,2453530335
2024-10-22 03:07:07,2024-10-22 11:39:38,WARNING,Battery voltage low,W026,CLOSE,8.54,2453530335
2024-10-28 03:08:59,2024-10-28 12:01:21,WARNING,Battery voltage low,W026,CLOSE,8.87,2453530335
