date,day,solar_kwh,load_kwh,export_kwh,ac_charge_kwh,battery_charge_kwh,battery_discharge_kwh
2024-10-01,1,16.3,3.2,0.0,0.0,0.0,0.0
2024-10-02,2,9.4,0.8,0.0,0.0,0.0,0.0
2024-10-03,3,16.4,2.0,0.0,0.0,0.0,0.0
2024-10-04,4,7.9,1.7,0.0,0.0,0.0,0.0
2024-10-05,5,9.2,1.3,0.0,0.0,0.0,0.0
2024-10-06,6,7.9,1.1,0.0,0.0,0.0,0.0
2024-10-07,7,9.7,2.2,0.0,0.0,0.0,0.0
2024-10-08,8,13.5,3.6,0.0,0.0,0.0,0.0
2024-10-09,9,14.3,1.2,0.0,0.0,0.0,0.0
2024-10-10,10,13.2,5.6,0.0,0.0,0.0,0.0
2024-10-11,11,12.3,3.5,0.0,0.0,0.0,0.0
2024-10-12,12,6.1,0.0,0.0,0.0,0.0,0.0
2024-10-13,13,6.1,0.0,0.0,0.0,0.0,0.0
2024-10-14,14,12.2,4.3,0.0,0.0,0.0,0.0
2024-10-15,15,19.2,0.0,0.0,0.0,0.0,0.0
2024-10-16,16,7.7,0.0,0.0,0.0,0.0,0.0
2024-10-17,17,11.7,0.0,0.0,0.0,0.0,0.0
2024-10-18,18,15.6,0.0,0.0,0.0,0.0,0.0
2024-10-19,19,8.1,2.6,0.0,0.0,0.0,0.0
2024-10-20,20,0.0,2.2,0.0,0.0,0.0,0.0
2024-10-21,21,11.4,1.9,0.0,0.0,0.0,0.0
2024-10-22,22,10.7,4.1,0.0,0.0,0.0,0.0
2024-10-23,23,21.0,0.0,0.0,0.0,0.0,0.0
2024-10-24,24,20.6,0.1,0.0,0.0,0.0,0.0
2024-10-25,25,19.8,0.0,0.0,0.0,0.0,0.0
2024-10-26,26,14.7,0.0,0.0,0.0,0.0,0.0
2024-10-27,27,14.5,0.1,0.0,0.0,0.0,0.0
2024-10-28,28,16.5,7.0,0.0,0.0,0.0,0.0
2024-10-29,29,19.5,0.7,0.0,0.0,0.0,0.0
2024-10-30,30,15.6,2.7,0.0,0.0,0.0,0.0
2024-10-31,31,20.2,0.1,0.0,0.0,0.0,0.0
