date,day,solar_kwh,load_kwh,export_kwh,ac_charge_kwh,battery_charge_kwh,battery_discharge_kwh
2025-10-01,1,22.9,0.0,0.0,0.0,0.0,0.0
2025-10-02,2,16.1,3.9,0.0,0.0,0.0,0.0
2025-10-03,3,14.5,0.4,0.0,0.0,0.0,0.0
2025-10-04,4,18.4,0.8,0.0,0.0,0.0,0.0
2025-10-05,5,15.0,0.0,0.0,0.0,0.0,0.0
2025-10-06,6,14.9,0.0,0.0,0.0,0.0,0.0
2025-10-07,7,16.8,0.0,0.0,0.0,0.0,0.0
2025-10-08,8,20.4,0.0,0.0,0.0,0.0,0.0
2025-10-09,9,13.4,0.0,0.0,0.0,0.0,0.0
2025-10-10,10,12.7,0.1,0.0,0.0,0.0,0.0
2025-10-11,11,11.2,2.3,0.0,0.0,0.0,0.0
2025-10-12,12,12.8,1.2,0.0,0.0,0.0,0.0
2025-10-13,13,14.3,0.0,0.0,0.0,0.0,0.0
2025-10-14,14,13.4,0.1,0.0,0.0,0.0,0.0
2025-10-15,15,16.1,0.0,0.0,0.0,0.0,0.0
2025-10-16,16,13.3,0.0,0.0,0.0,0.0,0.0
2025-10-17,17,11.2,1.8,0.0,0.0,0.0,0.0
2025-10-18,18,13.9,0.0,0.0,0.0,0.0,0.0
2025-10-19,19,13.1,0.1,0.0,0.0,0.0,0.0
2025-10-20,20,14.4,0.0,0.0,0.0,0.0,0.0
2025-10-21,21,14.7,0.0,0.0,0.0,0.0,0.0
2025-10-22,22,5.4,0.0,0.0,0.0,0.0,0.0
2025-10-23,23,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-24,24,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-25,25,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-26,26,1.0,1.8,0.0,0.0,0.0,0.0
2025-10-27,27,0.4,2.2,0.0,0.0,0.0,0.0
2025-10-28,28,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-29,29,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-30,30,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-31,31,0.0,0.0,0.0,0.0,0.0,0.0
