date,day,solar_kwh,load_kwh,export_kwh,ac_charge_kwh,battery_charge_kwh,battery_discharge_kwh
2025-09-01,1,13.8,0.0,0.0,0.0,0.0,0.0
2025-09-02,2,15.8,0.2,0.0,0.0,0.0,0.0
2025-09-03,3,18.8,1.2,0.0,0.0,0.0,0.0
2025-09-04,4,16.1,1.6,0.0,0.0,0.0,0.0
2025-09-05,5,10.8,6.1,0.0,0.0,0.0,0.0
2025-09-06,6,12.7,3.3,0.0,0.0,0.0,0.0
2025-09-07,7,15.1,2.7,0.0,0.0,0.0,0.0
2025-09-08,8,13.7,4.9,0.0,0.0,0.0,0.0
2025-09-09,9,12.2,3.4,0.0,0.0,0.0,0.0
2025-09-10,10,14.4,2.2,0.0,0.0,0.0,0.0
2025-09-11,11,12.6,5.3,0.0,0.0,0.0,0.0
2025-09-12,12,13.5,6.1,0.0,0.0,0.0,0.0
2025-09-13,13,11.0,5.8,0.0,0.0,0.0,0.0
2025-09-14,14,12.8,3.5,0.0,0.0,0.0,0.0
2025-09-15,15,18.9,0.0,0.0,0.0,0.0,0.0
2025-09-16,16,17.3,2.4,0.0,0.0,0.0,0.0
2025-09-17,17,21.3,4.1,0.0,0.0,0.0,0.0
2025-09-18,18,20.2,2.6,0.0,0.0,0.0,0.0
2025-09-19,19,10.6,1.7,0.0,0.0,0.0,0.0
2025-09-20,20,8.8,0.1,0.0,0.0,0.0,0.0
2025-09-21,21,8.9,0.1,0.0,0.0,0.0,0.0
2025-09-22,22,8.2,0.0,0.0,0.0,0.0,0.0
2025-09-23,23,15.6,0.1,0.0,0.0,0.0,0.0
2025-09-24,24,6.4,5.5,0.0,0.0,0.0,0.0
2025-09-25,25,7.7,0.1,0.0,0.0,0.0,0.0
2025-09-26,26,7.1,0.1,0.0,0.0,0.0,0.0
2025-09-27,27,10.5,0.0,0.0,0.0,0.0,0.0
2025-09-28,28,11.7,0.0,0.0,0.0,0.0,0.0
2025-09-29,29,18.2,0.0,0.0,0.0,0.0,0.0
2025-09-30,30,17.6,0.1,0.0,0.0,0.0,0.0
