startTime,renormalTime,eventType,eventText,event,status,faultDuration,serialNum
2025-09-02 17:15:34,2025-09-02 18:03:15,WARNING,Fan Stuck,W009,CLOSE,0.79,2453530335
2025-09-02 20:56:24,2025-09-03 23:54:26,WARNING,Fan Stuck,W009,CLOSE,26.97,2453530335
2025-09-04 00:44:10,2025-09-05 19:37:33,WARNING,Fan Stuck,W009,CLOSE,42.89,2453530335
2025-09-05 19:49:29,2025-09-07 03:32:08,WARNING,Fan Stuck,W009,CLOSE,31.71,2453530335
2025-09-08 06:17:01,2025-09-08 09:00:13,WARNING,Fan Stuck,W009,CLOSE,2.72,2453530335
2025-09-08 09:06:13,2025-09-08 09:22:09,WARNING,Fan Stuck,W009,CLOSE,0.27,2453530335
2025-09-08 09:30:05,2025-09-08 09:42:01,WARNING,Fan Stuck,W009,CLOSE,0.20,2453530335
2025-09-08 09:47:59,2025-09-08 10:39:43,WARNING,Fan Stuck,W009,CLOSE,0.86,2453530335
2025-09-08 10:45:42,2025-09-08 11:21:34,WARNING,Fan Stuck,W009,CLOSE,0.60,2453530335
2025-09-08 12:29:11,2025-09-08 15:48:17,WARNING,Fan Stuck,W009,CLOSE,3.32,2453530335
2025-09-10 06:58:00,2025-12-12 15:49:16,WARNING,Fan Stuck,W009,CLOSE,2240.85,2453530335
2025-09-12 18:33:19,2025-09-12 18:39:18,WARNING,EPS Over load,W028,CLOSE,0.10,2453530335
2025-09-17 10:56:17,2025-09-17 11:14:13,WARNING,EPS Over load,W028,CLOSE,0.30,2453530335
2025-09-17 12:39:48,2025-09-17 12:45:47,WARNING,EPS Over load,W028,CLOSE,0.10,2453530335
