date,day,solar_kwh,load_kwh,export_kwh,ac_charge_kwh,battery_charge_kwh,battery_discharge_kwh
2023-11-01,1,0.0,20.8,0.0,0.0,0.0,0.0
2023-11-02,2,3.5,8.8,0.0,0.0,0.0,0.0
2023-11-03,3,8.4,3.8,0.0,0.0,0.0,0.0
2023-11-04,4,10.7,9.9,0.0,0.0,0.0,0.0
2023-11-05,5,12.1,3.2,0.0,0.0,0.0,0.0
2023-11-06,6,12.9,7.7,0.0,0.0,0.0,0.0
2023-11-07,7,10.7,8.6,0.0,0.0,0.0,0.0
2023-11-08,8,13.4,4.9,0.0,0.0,0.0,0.0
2023-11-09,9,14.2,5.7,0.0,0.0,0.0,0.0
2023-11-10,10,10.8,5.2,0.0,0.0,0.0,0.0
2023-11-11,11,11.1,7.5,0.0,0.0,0.0,0.0
2023-11-12,12,13.0,4.8,0.0,0.0,0.0,0.0
2023-11-13,13,16.4,4.3,0.0,0.0,0.0,0.0
2023-11-14,14,10.6,9.5,0.0,0.0,0.0,0.0
2023-11-15,15,10.6,3.3,0.0,0.0,0.0,0.0
2023-11-16,16,15.6,3.7,0.0,0.0,0.0,0.0
2023-11-17,17,9.4,10.1,0.0,0.0,0.0,0.0
2023-11-18,18,10.0,8.5,0.0,0.0,0.0,0.0
2023-11-19,19,10.7,3.6,0.0,0.0,0.0,0.0
2023-11-20,20,12.5,11.1,0.0,0.0,0.0,0.0
2023-11-21,21,14.4,8.4,0.0,0.0,0.0,0.0
2023-11-22,22,10.8,6.0,0.0,0.0,0.0,0.0
2023-11-23,23,10.6,6.3,0.0,0.0,0.0,0.0
2023-11-24,24,4.3,9.9,0.0,0.0,0.0,0.0
2023-11-25,25,6.0,10.3,0.0,0.0,0.0,0.0
2023-11-26,26,6.6,5.1,0.0,0.0,0.0,0.0
2023-11-27,27,10.0,8.2,0.0,0.0,0.0,0.0
2023-11-28,28,5.7,8.2,0.0,0.0,0.0,0.0
2023-11-29,29,6.5,6.7,0.0,0.0,0.0,0.0
2023-11-30,30,8.6,5.2,0.0,0.0,0.0,0.0
