startTime,renormalTime,eventType,eventText,event,status,faultDuration,serialNum
2025-05-01 22:03:20,2025-05-02 13:40:42,WARNING,Battery voltage low,W026,CLOSE,15.62,2453530335
2025-05-02 18:53:08,2025-05-03 10:38:38,WARNING,Battery voltage low,W026,CLOSE,15.76,2453530335
2025-05-04 06:54:44,2025-05-04 10:29:40,WARNING,Battery voltage low,W026,CLOSE,3.58,2453530335
2025-05-05 05:41:56,2025-05-05 11:00:17,WARNING,Battery voltage low,W026,CLOSE,5.31,2453530335
2025-05-06 07:42:08,2025-05-06 10:31:20,WARNING,Battery voltage low,W026,CLOSE,2.82,2453530335
2025-05-07 01:11:40,2025-05-07 13:10:18,WARNING,Battery voltage low,W026,CLOSE,11.98,2453530335
2025-05-07 19:56:23,2025-05-08 11:08:14,WARNING,Battery voltage low,W026,CLOSE,15.20,2453530335
2025-05-08 08:56:53,2025-05-28 17:20:59,WARNING,Fan Stuck,W009,CLOSE,488.40,2453530335
2025-05-09 03:43:25,2025-05-09 11:33:06,WARNING,Battery voltage low,W026,CLOSE,7.83,2453530335
2025-05-10 01:54:56,2025-05-10 14:13:24,WARNING,Battery voltage low,W026,CLOSE,12.31,2453530335
2025-05-10 19:15:57,2025-05-11 12:50:24,WARNING,Battery voltage low,W026,CLOSE,17.57,2453530335
2025-05-11 22:51:25,2025-05-12 11:26:11,WARNING,Battery voltage low,W026,CLOSE,12.58,2453530335
2025-05-13 03:49:22,2025-05-13 11:01:46,WARNING,Battery voltage low,W026,CLOSE,7.21,2453530335
2025-05-14 06:53:59,2025-05-14 11:53:04,WARNING,Battery voltage low,W026,CLOSE,4.98,2453530335
2025-05-20 21:57:48,2025-05-21 10:52:03,WARNING,Battery voltage low,W026,CLOSE,12.90,2453530335
2025-05-21 20:29:11,2025-05-22 11:48:42,WARNING,Battery voltage low,W026,CLOSE,15.33,2453530335
2025-05-22 23:13:12,2025-05-23 10:52:18,WARNING,Battery voltage low,W026,CLOSE,11.65,2453530335
2025-05-24 00:46:15,2025-05-24 10:21:57,WARNING,Battery voltage low,W026,CLOSE,9.60,2453530335
2025-05-25 03:50:45,2025-05-25 10:17:19,WARNING,Battery voltage low,W026,CLOSE,6.44,2453530335
2025-05-25 23:55:10,2025-05-27 09:44:59,WARNING,Battery voltage low,W026,CLOSE,33.83,2453530335
2025-05-27 17:44:38,2025-05-28 10:31:41,WARNING,Battery voltage low,W026,CLOSE,16.78,2453530335
2025-05-28 17:26:57,2025-06-29 17:29:57,WARNING,Fan Stuck,W009,CLOSE,768.05,2453530335
2025-05-29 02:46:49,2025-05-29 11:04:25,WARNING,Battery voltage low,W026,CLOSE,8.29,2453530335
