date,day,solar_kwh,load_kwh,export_kwh,ac_charge_kwh,battery_charge_kwh,battery_discharge_kwh
2024-06-01,1,0.0,21.1,0.0,0.0,0.0,0.0
2024-06-02,2,1.1,17.1,0.0,0.0,0.0,0.0
2024-06-03,3,1.9,18.9,0.0,0.0,0.0,0.0
2024-06-04,4,1.2,18.9,0.0,0.0,0.0,0.0
2024-06-05,5,7.3,11.4,0.0,0.0,0.0,0.0
2024-06-06,6,2.1,14.3,0.0,0.0,0.0,0.0
2024-06-07,7,5.5,13.3,0.0,0.0,0.0,0.0
2024-06-08,8,4.2,5.4,0.0,0.0,0.0,0.0
2024-06-09,9,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-10,10,8.7,9.4,0.0,0.0,0.0,0.0
2024-06-11,11,4.2,14.5,0.0,0.0,0.0,0.0
2024-06-12,12,8.6,11.9,0.0,0.0,0.0,0.0
2024-06-13,13,7.6,8.7,0.0,0.0,0.0,0.0
2024-06-14,14,9.2,7.8,0.0,0.0,0.0,0.0
2024-06-15,15,5.9,4.1,0.0,0.0,0.0,0.0
2024-06-16,16,8.6,14.9,0.0,0.0,0.0,0.0
2024-06-17,17,5.4,5.9,0.0,0.0,0.0,0.0
2024-06-18,18,7.8,11.2,0.0,0.0,0.0,0.0
2024-06-19,19,4.7,8.6,0.0,0.0,0.0,0.0
2024-06-20,20,8.8,11.9,0.0,0.0,0.0,0.0
2024-06-21,21,3.9,15.2,0.0,0.0,0.0,0.0
2024-06-22,22,7.3,10.6,0.0,0.0,0.0,0.0
2024-06-23,23,7.7,11.7,0.0,0.0,0.0,0.0
2024-06-24,24,5.9,15.9,0.0,0.0,0.0,0.0
2024-06-25,25,0.7,5.0,0.0,0.0,0.0,0.0
2024-06-26,26,6.9,7.1,0.0,0.0,0.0,0.0
2024-06-27,27,0.0,3.6,0.0,0.0,0.0,0.0
2024-06-28,28,7.6,10.9,0.0,0.0,0.0,0.0
2024-06-29,29,4.5,19.0,0.0,0.0,0.0,0.0
2024-06-30,30,5.8,14.1,0.0,0.0,0.0,0.0
