date,day,solar_kwh,load_kwh,export_kwh,ac_charge_kwh,battery_charge_kwh,battery_discharge_kwh
2025-06-01,1,20.7,2.0,0.0,0.0,0.0,0.0
2025-06-02,2,15.2,12.2,0.0,0.0,0.0,0.0
2025-06-03,3,5.3,26.2,0.0,0.0,0.0,0.0
2025-06-04,4,14.5,16.5,0.0,0.0,0.0,0.0
2025-06-05,5,14.0,5.1,0.0,0.0,0.0,0.0
2025-06-06,6,12.9,2.9,0.0,0.0,0.0,0.0
2025-06-07,7,6.3,23.9,0.0,0.0,0.0,0.0
2025-06-08,8,7.0,19.1,0.0,0.0,0.0,0.0
2025-06-09,9,9.0,26.1,0.0,0.0,0.0,0.0
2025-06-10,10,8.5,12.7,0.0,0.0,0.0,0.0
2025-06-11,11,12.5,4.8,0.0,0.0,0.0,0.0
2025-06-12,12,15.3,3.5,0.0,0.0,0.0,0.0
2025-06-13,13,13.7,3.3,0.0,0.0,0.0,0.0
2025-06-14,14,12.0,2.6,0.0,0.0,0.0,0.0
2025-06-15,15,15.6,3.0,0.0,0.0,0.0,0.0
2025-06-16,16,8.8,10.4,0.0,0.0,0.0,0.0
2025-06-17,17,12.9,18.5,0.0,0.0,0.0,0.0
2025-06-18,18,10.0,18.2,0.0,0.0,0.0,0.0
2025-06-19,19,14.8,8.7,0.0,0.0,0.0,0.0
2025-06-20,20,9.5,8.1,0.0,0.0,0.0,0.0
2025-06-21,21,9.5,4.7,0.0,0.0,0.0,0.0
2025-06-22,22,15.2,0.0,0.0,0.0,0.0,0.0
2025-06-23,23,13.3,6.3,0.0,0.0,0.0,0.0
2025-06-24,24,12.9,15.9,0.0,0.0,0.0,0.0
2025-06-25,25,14.9,7.4,0.0,0.0,0.0,0.0
2025-06-26,26,2.0,5.0,0.0,0.0,0.0,0.0
2025-06-27,27,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-28,28,12.6,4.0,0.0,0.0,0.0,0.0
2025-06-29,29,11.8,4.8,0.0,0.0,0.0,0.0
2025-06-30,30,12.3,4.5,0.0,0.0,0.0,0.0
