date,day,solar_kwh,load_kwh,export_kwh,ac_charge_kwh,battery_charge_kwh,battery_discharge_kwh
2020-02-01,1,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-02,2,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-03,3,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-04,4,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-05,5,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-06,6,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-07,7,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-08,8,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-09,9,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-10,10,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-11,11,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-12,12,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-13,13,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-14,14,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-15,15,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-16,16,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-17,17,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-18,18,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-19,19,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-20,20,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-21,21,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-22,22,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-23,23,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-24,24,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-25,25,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-26,26,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-27,27,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-28,28,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-29,29,0.0,0.0,0.0,0.0,0.0,0.0
