date,day,solar_kwh,load_kwh,export_kwh,ac_charge_kwh,battery_charge_kwh,battery_discharge_kwh
2026-01-01,1,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-02,2,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03,3,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-04,4,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-05,5,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-06,6,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-07,7,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-08,8,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-09,9,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-10,10,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-11,11,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-12,12,0.0,2.4,0.0,0.0,0.0,0.0
2026-01-13,13,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-14,14,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-15,15,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-16,16,0.1,2.5,0.0,0.0,0.0,0.0
2026-01-17,17,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-18,18,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-19,19,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-20,20,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-21,21,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-22,22,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-23,23,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-24,24,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-25,25,3.9,0.0,0.0,0.0,0.0,0.0
2026-01-26,26,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-27,27,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-28,28,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-29,29,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-30,30,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-31,31,0.7,7.4,0.0,0.0,0.0,0.0
