startTime,renormalTime,eventType,eventText,event,status,faultDuration,serialNum
2026-01-06 04:22:24,2026-01-06 09:40:56,WARNING,Battery voltage low,W026,CLOSE,5.31,2453530335
2026-01-07 06:40:51,2026-01-07 09:28:02,WARNING,Battery voltage low,W026,CLOSE,2.79,2453530335
2026-01-09 04:38:51,2026-01-09 11:32:47,WARNING,Battery voltage low,W026,CLOSE,6.90,2453530335
2026-01-11 13:23:18,2026-01-14 17:34:13,WARNING,Fan Stuck,W009,CLOSE,76.18,2453530335
2026-01-12 03:31:27,2026-01-12 11:39:07,WARNING,Battery voltage low,W026,CLOSE,8.13,2453530335
2026-01-14 04:35:07,2026-01-14 10:36:54,WARNING,Battery voltage low,W026,CLOSE,6.03,2453530335
2026-01-14 17:40:12,2026-02-26 22:29:38,WARNING,Fan Stuck,W009,CLOSE,1036.82,2453530335
2026-01-16 02:23:16,2026-01-16 09:13:16,WARNING,Battery voltage low,W026,CLOSE,6.83,2453530335
2026-01-29 04:50:41,2026-01-29 09:49:13,WARNING,Battery voltage low,W026,CLOSE,4.98,2453530335
2026-01-30 22:17:17,2026-01-31 02:28:06,WARNING,Battery voltage low,W026,CLOSE,4.18,2453530335
