date,day,solar_kwh,load_kwh,export_kwh,ac_charge_kwh,battery_charge_kwh,battery_discharge_kwh
2024-09-01,1,2.9,8.2,0.0,0.0,0.0,0.0
2024-09-02,2,12.7,2.2,0.0,0.0,0.0,0.0
2024-09-03,3,9.5,2.2,0.0,0.0,0.0,0.0
2024-09-04,4,12.1,15.4,0.0,0.0,0.0,0.0
2024-09-05,5,18.0,6.7,0.0,0.0,0.0,0.0
2024-09-06,6,16.9,4.4,0.0,0.0,0.0,0.0
2024-09-07,7,12.6,4.4,0.0,0.0,0.0,0.0
2024-09-08,8,4.9,3.0,0.0,0.0,0.0,0.0
2024-09-09,9,7.6,3.7,0.0,0.0,0.0,0.0
2024-09-10,10,10.9,3.5,0.0,0.0,0.0,0.0
2024-09-11,11,2.2,0.0,0.0,0.0,0.0,0.0
2024-09-12,12,1.3,3.8,0.0,0.0,0.0,0.0
2024-09-13,13,8.8,4.4,0.0,0.0,0.0,0.0
2024-09-14,14,12.5,3.8,0.0,0.0,0.0,0.0
2024-09-15,15,13.5,2.7,0.0,0.0,0.0,0.0
2024-09-16,16,13.6,3.5,0.0,0.0,0.0,0.0
2024-09-17,17,17.9,1.9,0.0,0.0,0.0,0.0
2024-09-18,18,14.7,1.8,0.0,0.0,0.0,0.0
2024-09-19,19,14.7,2.2,0.0,0.0,0.0,0.0
2024-09-20,20,14.8,4.4,0.0,0.0,0.0,0.0
2024-09-21,21,11.3,1.7,0.0,0.0,0.0,0.0
2024-09-22,22,14.1,3.1,0.0,0.0,0.0,0.0
2024-09-23,23,2.0,0.8,0.0,0.0,0.0,0.0
2024-09-24,24,1.2,1.0,0.0,0.0,0.0,0.0
2024-09-25,25,10.0,5.1,0.0,0.0,0.0,0.0
2024-09-26,26,7.0,4.0,0.0,0.0,0.0,0.0
2024-09-27,27,9.4,4.1,0.0,0.0,0.0,0.0
2024-09-28,28,8.1,2.0,0.0,0.0,0.0,0.0
2024-09-29,29,0.0,2.4,0.0,0.0,0.0,0.0
2024-09-30,30,21.1,2.4,0.0,0.0,0.0,0.0
