date,day,solar_kwh,load_kwh,export_kwh,ac_charge_kwh,battery_charge_kwh,battery_discharge_kwh
2022-07-01,1,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-02,2,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-03,3,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-04,4,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-05,5,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-06,6,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-07,7,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-08,8,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-09,9,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-10,10,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-11,11,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-12,12,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-13,13,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-14,14,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-15,15,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-16,16,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-17,17,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-18,18,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-19,19,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-20,20,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-21,21,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-22,22,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-23,23,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-24,24,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-25,25,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-26,26,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-27,27,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-28,28,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-29,29,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-30,30,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-31,31,0.0,0.0,0.0,0.0,0.0,0.0
